"dog_id" "context_id" "survey_number" "days_after_adoption" "behaviour_code_name" "behaviour_code_number" "behaviour_code_colour"
161 3 "Second" 24 NA NA NA
162 3 "First" 21 "Excitable" 2 1
162 3 "Second" 36 "Friendly" 1 1
163 3 "First" 23 "Excitable" 2 1
163 3 "Second" 38 "Friendly" 1 1
164 3 "First" 15 "Friendly" 1 1
164 3 "Second" 35 "Friendly" 1 1
165 3 "First" 23 "Friendly" 1 1
165 3 "Second" 39 "Excitable" 2 1
166 3 "First" 24 "Friendly" 1 1
166 3 "Second" 42 "Excitable" 2 1
167 3 "First" 19 "Friendly" 1 1
167 3 "Second" 19 NA NA NA
168 3 "First" 22 "Friendly" 1 1
168 3 "Second" 22 NA NA NA
169 3 "First" 22 "Friendly" 1 1
169 3 "Second" 39 "Friendly" 1 1
170 3 "First" 20 "Friendly" 1 1
170 3 "Second" 35 "Friendly" 1 1
171 3 "First" 20 "Reactive to People Non Aggressive" 9 2
171 3 "Second" 20 NA NA NA
172 3 "First" 20 "Excitable" 2 1
172 3 "Second" 20 NA NA NA
173 3 "First" 24 "Excitable" 2 1
173 3 "Second" 24 NA NA NA
174 3 "First" 21 "Excitable" 2 1
174 3 "Second" 43 "Independent" 3 1
175 3 "First" 21 "Excitable" 2 1
175 3 "Second" 43 "Independent" 3 1
176 3 "First" 16 "No opinion" NA NA
176 3 "Second" 16 NA NA NA
177 3 "First" 20 "Excitable" 2 1
177 3 "Second" 41 "Excitable" 2 1
178 3 "First" 21 "Friendly" 1 1
178 3 "Second" 21 NA NA NA
179 3 "First" 24 "Friendly" 1 1
179 3 "Second" 24 NA NA NA
180 3 "First" 25 "Friendly" 1 1
180 3 "Second" 25 NA NA NA
181 3 "First" 27 "Excitable" 2 1
181 3 "Second" 27 NA NA NA
182 3 "First" 20 "Excitable" 2 1
182 3 "Second" 42 "Friendly" 1 1
183 3 "First" 16 "Submissive" 4 1
183 3 "Second" 37 "Excitable" 2 1
184 3 "First" 26 "Excitable" 2 1
184 3 "Second" 40 "Excitable" 2 1
185 3 "First" 22 "Excitable" 2 1
185 3 "Second" 37 "Excitable" 2 1
186 3 "First" 20 "Excitable" 2 1
186 3 "Second" 20 NA NA NA
187 3 "First" 23 "Friendly" 1 1
187 3 "Second" 23 NA NA NA
188 3 "First" 25 "Excitable" 2 1
188 3 "Second" 40 "Excitable" 2 1
189 3 "First" 20 "Uncomfortable Avoids" 5 2
189 3 "Second" 20 NA NA NA
190 3 "First" 22 "Friendly" 1 1
190 3 "Second" 39 "Friendly" 1 1
191 3 "First" 15 "Excitable" 2 1
191 3 "Second" 36 "Friendly" 1 1
192 3 "First" 27 "Excitable" 2 1
192 3 "Second" 40 "Excitable" 2 1
193 3 "First" 21 "Excitable" 2 1
193 3 "Second" 21 NA NA NA
194 3 "First" 22 "Excitable" 2 1
194 3 "Second" 22 NA NA NA
195 3 "First" 23 "Excitable" 2 1
195 3 "Second" 23 NA NA NA
196 3 "First" 19 "Friendly" 1 1
196 3 "Second" 19 NA NA NA
197 3 "First" 20 "Excitable" 2 1
197 3 "Second" 20 NA NA NA
198 3 "First" 20 "Excitable" 2 1
198 3 "Second" 20 NA NA NA
199 3 "First" 19 "Friendly" 1 1
199 3 "Second" 19 NA NA NA
200 3 "First" 18 "Friendly" 1 1
200 3 "Second" 36 "Friendly" 1 1
201 3 "First" 18 "Excitable" 2 1
201 3 "Second" 39 "Excitable" 2 1
202 3 "First" 19 "Excitable" 2 1
202 3 "Second" 41 "Friendly" 1 1
203 3 "First" 16 "Excitable" 2 1
203 3 "Second" 40 "Friendly" 1 1
204 3 "First" 19 "Friendly" 1 1
204 3 "Second" 39 "Excitable" 2 1
205 3 "First" 15 "Excitable" 2 1
205 3 "Second" 36 "Excitable" 2 1
206 3 "First" 22 "Excitable" 2 1
206 3 "Second" 22 NA NA NA
207 3 "First" 19 "Friendly" 1 1
207 3 "Second" 39 "Friendly" 1 1
208 3 "First" 23 "Excitable" 2 1
208 3 "Second" 42 "Excitable" 2 1
209 3 "First" 19 "Submissive" 4 1
209 3 "Second" 44 "Friendly" 1 1
210 3 "First" 17 "Friendly" 1 1
210 3 "Second" 17 NA NA NA
211 3 "First" 23 "Excitable" 2 1
211 3 "Second" 23 NA NA NA
212 3 "First" 21 "Friendly" 1 1
212 3 "Second" 37 "Friendly" 1 1
213 3 "First" 18 "Reactive to People Non Aggressive" 9 2
213 3 "Second" 38 "Excitable" 2 1
214 3 "First" 22 "Friendly" 1 1
214 3 "Second" 35 "Friendly" 1 1
215 3 "First" 17 "Excitable" 2 1
215 3 "Second" 17 NA NA NA
216 3 "First" 20 "Excitable" 2 1
216 3 "Second" 20 NA NA NA
217 3 "First" 18 "Excitable" 2 1
217 3 "Second" 18 NA NA NA
218 3 "First" 18 "Excitable" 2 1
218 3 "Second" 36 "Friendly" 1 1
219 3 "First" 16 "Friendly" 1 1
219 3 "Second" 16 NA NA NA
220 3 "First" 17 "Excitable" 2 1
220 3 "Second" 17 NA NA NA
221 3 "First" 15 "Friendly" 1 1
221 3 "Second" 43 "Friendly" 1 1
222 3 "First" 21 "No opinion" NA NA
222 3 "Second" 44 "Friendly" 1 1
223 3 "First" 23 "Friendly" 1 1
223 3 "Second" 38 "Excitable" 2 1
224 3 "First" 19 "Excitable" 2 1
224 3 "Second" 36 "Excitable" 2 1
225 3 "First" 17 "Excitable" 2 1
225 3 "Second" 36 "Friendly" 1 1
226 3 "First" 15 "No opinion" NA NA
226 3 "Second" 43 "Independent" 3 1
227 3 "First" 22 "Excitable" 2 1
227 3 "Second" 39 "Excitable" 2 1
228 3 "First" 19 "Friendly" 1 1
228 3 "Second" 40 "Friendly" 1 1
229 3 "First" 17 "Friendly" 1 1
229 3 "Second" 17 NA NA NA
230 3 "First" 21 "Excitable" 2 1
230 3 "Second" 37 "Excitable" 2 1
231 3 "First" 22 "Excitable" 2 1
231 3 "Second" 40 "Excitable" 2 1
232 3 "First" 22 "Excitable" 2 1
232 3 "Second" 40 "Excitable" 2 1
233 3 "First" 15 "Excitable" 2 1
233 3 "Second" 15 NA NA NA
234 3 "First" 15 "Friendly" 1 1
234 3 "Second" 15 NA NA NA
235 3 "First" 19 "Friendly" 1 1
235 3 "Second" 19 NA NA NA
236 3 "First" 17 "Friendly" 1 1
236 3 "Second" 17 NA NA NA
237 3 "First" 22 "Excitable" 2 1
237 3 "Second" 36 "Friendly" 1 1
238 3 "First" 22 "Excitable" 2 1
238 3 "Second" 37 "Friendly" 1 1
239 3 "First" 17 "Excitable" 2 1
239 3 "Second" 17 NA NA NA
240 3 "First" 16 "Friendly" 1 1
240 3 "Second" 16 NA NA NA
241 3 "First" 15 "Excitable" 2 1
241 3 "Second" 15 NA NA NA
1 4 "First" 16 "Relaxed" 1 1
1 4 "Second" 20 "Relaxed" 1 1
2 4 "First" 18 "Relaxed" 1 1
2 4 "Second" 40 "Relaxed" 1 1
3 4 "First" 21 "Excitable" 2 1
3 4 "Second" 35 "Excitable" 2 1
4 4 "First" 26 "Relaxed" 1 1
4 4 "Second" 47 "Relaxed" 1 1
5 4 "First" 21 "Relaxed" 1 1
5 4 "Second" 21 NA NA NA
6 4 "First" 19 "Excitable" 2 1
6 4 "Second" 40 "Uncomfortable Avoids" 5 2
7 4 "First" 24 "Relaxed" 1 1
7 4 "Second" 53 "Relaxed" 1 1
8 4 "First" 19 "Relaxed" 1 1
8 4 "Second" 19 NA NA NA
9 4 "First" 15 "Relaxed" 1 1
9 4 "Second" 42 "Submissive" 3 1
10 4 "First" 15 "Relaxed" 1 1
10 4 "Second" 35 "Excitable" 2 1
11 4 "First" 18 "Relaxed" 1 1
11 4 "Second" 18 NA NA NA
12 4 "First" 18 "Relaxed" 1 1
12 4 "Second" 18 NA NA NA
13 4 "First" 21 "Excitable" 2 1
13 4 "Second" 21 NA NA NA
14 4 "First" 14 "Submissive" 3 1
14 4 "Second" 56 "Relaxed" 1 1
15 4 "First" 19 "Relaxed" 1 1
15 4 "Second" 44 "Relaxed" 1 1
16 4 "First" 17 "Submissive" 3 1
16 4 "Second" 45 "Relaxed" 1 1
17 4 "First" 21 "Submissive" 3 1
17 4 "Second" 37 "Relaxed" 1 1
18 4 "First" 21 "Relaxed" 1 1
18 4 "Second" 21 NA NA NA
19 4 "First" 21 "Relaxed" 1 1
19 4 "Second" 42 "Relaxed" 1 1
20 4 "First" 22 "Submissive" 3 1
20 4 "Second" 22 NA NA NA
21 4 "First" 21 "Excitable" 2 1
21 4 "Second" 49 "Relaxed" 1 1
22 4 "First" 19 "Relaxed" 1 1
22 4 "Second" 44 "Excitable" 2 1
23 4 "First" 19 "Relaxed" 1 1
23 4 "Second" 42 "Relaxed" 1 1
24 4 "First" 19 "Relaxed" 1 1
24 4 "Second" 19 NA NA NA
25 4 "First" 20 "Relaxed" 1 1
25 4 "Second" 41 "Relaxed" 1 1
26 4 "First" 14 "Relaxed" 1 1
26 4 "Second" 14 NA NA NA
27 4 "First" 22 "Relaxed" 1 1
27 4 "Second" 43 "Relaxed" 1 1
28 4 "First" 16 "Relaxed" 1 1
28 4 "Second" 43 "Relaxed" 1 1
29 4 "First" 19 "Relaxed" 1 1
29 4 "Second" 42 "Relaxed" 1 1
30 4 "First" 27 "Relaxed" 1 1
30 4 "Second" 27 NA NA NA
31 4 "First" 16 "Uncomfortable Avoids" 5 2
31 4 "Second" 16 NA NA NA
32 4 "First" 23 "Relaxed" 1 1
32 4 "Second" 23 NA NA NA
33 4 "First" 21 "Relaxed" 1 1
33 4 "Second" 21 NA NA NA
34 4 "First" 24 "Uncomfortable Avoids" 5 2
34 4 "Second" 41 "Relaxed" 1 1
35 4 "First" 20 "Relaxed" 1 1
35 4 "Second" 37 "Stressed" 4 1
36 4 "First" 18 "Relaxed" 1 1
36 4 "Second" 38 "Uncomfortable Avoids" 5 2
37 4 "First" 19 "Relaxed" 1 1
37 4 "Second" 19 NA NA NA
38 4 "First" 17 "Relaxed" 1 1
38 4 "Second" 17 NA NA NA
39 4 "First" 24 "Relaxed" 1 1
39 4 "Second" 24 NA NA NA
40 4 "First" 19 "Relaxed" 1 1
40 4 "Second" 19 NA NA NA
41 4 "First" 14 "Relaxed" 1 1
41 4 "Second" 14 NA NA NA
42 4 "First" 17 "Relaxed" 1 1
42 4 "Second" 17 NA NA NA
43 4 "First" 15 "Relaxed" 1 1
43 4 "Second" 52 "Relaxed" 1 1
44 4 "First" 16 "Relaxed" 1 1
44 4 "Second" 16 NA NA NA
45 4 "First" 17 "Relaxed" 1 1
45 4 "Second" 17 NA NA NA
46 4 "First" 19 "Relaxed" 1 1
46 4 "Second" 19 NA NA NA
47 4 "First" 18 "Excitable" 2 1
47 4 "Second" 18 NA NA NA
48 4 "First" 46 "Relaxed" 1 1
48 4 "Second" 67 "Relaxed" 1 1
49 4 "First" 15 "Submissive" 3 1
49 4 "Second" 15 NA NA NA
50 4 "First" 17 "Relaxed" 1 1
50 4 "Second" 17 NA NA NA
51 4 "First" 21 "Relaxed" 1 1
51 4 "Second" 36 "Relaxed" 1 1
52 4 "First" 21 "Stressed" 4 1
52 4 "Second" 42 "Relaxed" 1 1
53 4 "First" 15 "Relaxed" 1 1
53 4 "Second" 51 "Submissive" 3 1
54 4 "First" 17 "Excitable" 2 1
54 4 "Second" 17 NA NA NA
55 4 "First" 22 "Relaxed" 1 1
55 4 "Second" 37 "Relaxed" 1 1
56 4 "First" 35 "Excitable" 2 1
56 4 "Second" 35 NA NA NA
57 4 "First" 15 "Excitable" 2 1
57 4 "Second" 44 "Uncomfortable Avoids" 5 2
58 4 "First" 16 "Excitable" 2 1
58 4 "Second" 37 "Excitable" 2 1
59 4 "First" 18 "Relaxed" 1 1
59 4 "Second" 18 NA NA NA
60 4 "First" 15 "Relaxed" 1 1
60 4 "Second" 15 NA NA NA
61 4 "First" 20 "Relaxed" 1 1
61 4 "Second" 41 "Relaxed" 1 1
62 4 "First" 51 "Relaxed" 1 1
62 4 "Second" 72 "Relaxed" 1 1
63 4 "First" 19 "Relaxed" 1 1
63 4 "Second" 40 "Excitable" 2 1
64 4 "First" 15 "Relaxed" 1 1
64 4 "Second" 50 "Relaxed" 1 1
65 4 "First" 29 "Relaxed" 1 1
65 4 "Second" 29 NA NA NA
66 4 "First" 15 "Relaxed" 1 1
66 4 "Second" 36 "Stressed" 4 1
67 4 "First" 17 "Relaxed" 1 1
67 4 "Second" 39 "Excitable" 2 1
68 4 "First" 15 "Relaxed" 1 1
68 4 "Second" 42 "Relaxed" 1 1
69 4 "First" 16 "Relaxed" 1 1
69 4 "Second" 38 "Excitable" 2 1
70 4 "First" 16 "Relaxed" 1 1
70 4 "Second" 52 "Relaxed" 1 1
71 4 "First" 16 "Relaxed" 1 1
71 4 "Second" 35 "Excitable" 2 1
72 4 "First" 22 "Relaxed" 1 1
72 4 "Second" 43 "Relaxed" 1 1
73 4 "First" 16 "Relaxed" 1 1
73 4 "Second" 37 "Relaxed" 1 1
74 4 "First" 19 "Relaxed" 1 1
74 4 "Second" 52 "Relaxed" 1 1
75 4 "First" 15 "Relaxed" 1 1
75 4 "Second" 49 "Relaxed" 1 1
76 4 "First" 19 "Relaxed" 1 1
76 4 "Second" 37 "Relaxed" 1 1
77 4 "First" 18 "Relaxed" 1 1
77 4 "Second" 52 "Relaxed" 1 1
78 4 "First" 14 "Relaxed" 1 1
78 4 "Second" 35 "Relaxed" 1 1
79 4 "First" 12 "Excitable" 2 1
79 4 "Second" 48 "Relaxed" 1 1
80 4 "First" 16 "Relaxed" 1 1
80 4 "Second" 37 "Relaxed" 1 1
81 4 "First" 17 "Relaxed" 1 1
81 4 "Second" 17 NA NA NA
82 4 "First" 16 "Excitable" 2 1
82 4 "Second" 36 "Relaxed" 1 1
83 4 "First" 16 "Relaxed" 1 1
83 4 "Second" 36 "Relaxed" 1 1
84 4 "First" 15 "Relaxed" 1 1
84 4 "Second" 38 "Relaxed" 1 1
85 4 "First" 31 "Relaxed" 1 1
85 4 "Second" 47 "Relaxed" 1 1
86 4 "First" 16 "Excitable" 2 1
86 4 "Second" 37 "Excitable" 2 1
87 4 "First" 16 "Relaxed" 1 1
87 4 "Second" 16 NA NA NA
88 4 "First" 19 "Relaxed" 1 1
88 4 "Second" 38 "Relaxed" 1 1
89 4 "First" 15 "Relaxed" 1 1
89 4 "Second" 36 "Relaxed" 1 1
90 4 "First" 25 "No opinion" NA NA
90 4 "Second" 25 NA NA NA
91 4 "First" 16 "Excitable" 2 1
91 4 "Second" 37 "Relaxed" 1 1
92 4 "First" 23 "Excitable" 2 1
92 4 "Second" 35 "Excitable" 2 1
93 4 "First" 17 "Relaxed" 1 1
93 4 "Second" 36 "Relaxed" 1 1
94 4 "First" 25 "Relaxed" 1 1
94 4 "Second" 41 "Relaxed" 1 1
95 4 "First" 17 "Relaxed" 1 1
95 4 "Second" 38 "Relaxed" 1 1
96 4 "First" 16 "Relaxed" 1 1
96 4 "Second" 37 "Relaxed" 1 1
97 4 "First" 19 "Stressed" 4 1
97 4 "Second" 35 "Relaxed" 1 1
98 4 "First" 17 "Relaxed" 1 1
98 4 "Second" 37 "Relaxed" 1 1
99 4 "First" 21 "Relaxed" 1 1
99 4 "Second" 41 "Relaxed" 1 1
100 4 "First" 19 "Relaxed" 1 1
100 4 "Second" 39 "Relaxed" 1 1
101 4 "First" 17 "Excitable" 2 1
101 4 "Second" 17 NA NA NA
102 4 "First" 22 "Excitable" 2 1
102 4 "Second" 22 NA NA NA
103 4 "First" 16 "Relaxed" 1 1
103 4 "Second" 43 "Relaxed" 1 1
104 4 "First" 17 "Excitable" 2 1
104 4 "Second" 17 NA NA NA
105 4 "First" 16 "Relaxed" 1 1
105 4 "Second" 43 "Relaxed" 1 1
106 4 "First" 23 "Relaxed" 1 1
106 4 "Second" 23 NA NA NA
107 4 "First" 19 "Relaxed" 1 1
107 4 "Second" 40 "Relaxed" 1 1
108 4 "First" 18 "Excitable" 2 1
108 4 "Second" 18 NA NA NA
109 4 "First" 19 "Excitable" 2 1
109 4 "Second" 19 NA NA NA
110 4 "First" 14 "Relaxed" 1 1
110 4 "Second" 35 "Relaxed" 1 1
111 4 "First" 17 "Relaxed" 1 1
111 4 "Second" 17 NA NA NA
112 4 "First" 17 "Relaxed" 1 1
112 4 "Second" 38 "Excitable" 2 1
113 4 "First" 19 "Relaxed" 1 1
113 4 "Second" 19 NA NA NA
114 4 "First" 17 "Relaxed" 1 1
114 4 "Second" 17 NA NA NA
115 4 "First" 26 "Relaxed" 1 1
115 4 "Second" 41 "Relaxed" 1 1
116 4 "First" 29 "Relaxed" 1 1
116 4 "Second" 47 "Relaxed" 1 1
117 4 "First" 18 "Relaxed" 1 1
117 4 "Second" 40 "Reactive to People Aggressive" 11 3
118 4 "First" 36 "Relaxed" 1 1
118 4 "Second" 36 NA NA NA
119 4 "First" 18 "Relaxed" 1 1
119 4 "Second" 36 "Uncomfortable Avoids" 5 2
120 4 "First" 17 "Relaxed" 1 1
120 4 "Second" 17 NA NA NA
121 4 "First" 23 "Relaxed" 1 1
121 4 "Second" 38 "Uncomfortable Avoids" 5 2
122 4 "First" 21 "Relaxed" 1 1
122 4 "Second" 21 NA NA NA
123 4 "First" 19 "Relaxed" 1 1
123 4 "Second" 40 "Relaxed" 1 1
124 4 "First" 38 "Relaxed" 1 1
124 4 "Second" 38 NA NA NA
125 4 "First" 20 "Relaxed" 1 1
125 4 "Second" 42 "Relaxed" 1 1
126 4 "First" 21 "Relaxed" 1 1
126 4 "Second" 41 "Relaxed" 1 1
127 4 "First" 15 "Relaxed" 1 1
127 4 "Second" 36 "Relaxed" 1 1
128 4 "First" 17 "Relaxed" 1 1
128 4 "Second" 42 "Stressed" 4 1
129 4 "First" 15 "Relaxed" 1 1
129 4 "Second" 15 NA NA NA
130 4 "First" 18 "Excitable" 2 1
130 4 "Second" 38 "Relaxed" 1 1
131 4 "First" 38 "Relaxed" 1 1
131 4 "Second" 38 NA NA NA
132 4 "First" 22 "Relaxed" 1 1
132 4 "Second" 22 NA NA NA
133 4 "First" 19 "Relaxed" 1 1
133 4 "Second" 40 "Relaxed" 1 1
134 4 "First" 17 "Relaxed" 1 1
134 4 "Second" 38 "Relaxed" 1 1
135 4 "First" 15 "Excitable" 2 1
135 4 "Second" 38 "Excitable" 2 1
136 4 "First" 23 "Excitable" 2 1
136 4 "Second" 37 "Relaxed" 1 1
137 4 "First" 16 "Excitable" 2 1
137 4 "Second" 37 "Relaxed" 1 1
138 4 "First" 16 "Relaxed" 1 1
138 4 "Second" 38 "Relaxed" 1 1
139 4 "First" 7 "Submissive" 3 1
139 4 "Second" 41 "Excitable" 2 1
140 4 "First" 20 "Relaxed" 1 1
140 4 "Second" 20 NA NA NA
141 4 "First" 27 "Relaxed" 1 1
141 4 "Second" 27 NA NA NA
142 4 "First" 17 "Relaxed" 1 1
142 4 "Second" 17 NA NA NA
143 4 "First" 25 "Relaxed" 1 1
143 4 "Second" 37 "Relaxed" 1 1
144 4 "First" 15 "Relaxed" 1 1
144 4 "Second" 36 "Relaxed" 1 1
145 4 "First" 18 "Relaxed" 1 1
145 4 "Second" 38 "Relaxed" 1 1
146 4 "First" 21 "Relaxed" 1 1
146 4 "Second" 42 "Reactive to People Non Aggressive" 9 2
147 4 "First" 19 "Relaxed" 1 1
147 4 "Second" 39 "Relaxed" 1 1
148 4 "First" 20 "Relaxed" 1 1
148 4 "Second" 41 "Relaxed" 1 1
149 4 "First" 26 "Excitable" 2 1
149 4 "Second" 40 "Relaxed" 1 1
150 4 "First" 22 "Relaxed" 1 1
150 4 "Second" 36 "Relaxed" 1 1
151 4 "First" 23 "Relaxed" 1 1
151 4 "Second" 42 "Relaxed" 1 1
152 4 "First" 23 "Relaxed" 1 1
152 4 "Second" 37 "Excitable" 2 1
153 4 "First" 26 "Excitable" 2 1
153 4 "Second" 26 NA NA NA
154 4 "First" 21 "Relaxed" 1 1
154 4 "Second" 21 NA NA NA
155 4 "First" 21 "Relaxed" 1 1
155 4 "Second" 43 "Relaxed" 1 1
156 4 "First" 22 "Relaxed" 1 1
156 4 "Second" 43 "Relaxed" 1 1
157 4 "First" 22 "Relaxed" 1 1
157 4 "Second" 37 "Relaxed" 1 1
158 4 "First" 19 "Relaxed" 1 1
158 4 "Second" 37 "Relaxed" 1 1
159 4 "First" 27 "Relaxed" 1 1
159 4 "Second" 41 "No opinion" NA NA
160 4 "First" 23 "Excitable" 2 1
160 4 "Second" 37 "Stressed" 4 1
161 4 "First" 24 "Relaxed" 1 1
161 4 "Second" 24 NA NA NA
162 4 "First" 21 "Relaxed" 1 1
162 4 "Second" 36 "Excitable" 2 1
163 4 "First" 23 "Relaxed" 1 1
163 4 "Second" 38 "Relaxed" 1 1
164 4 "First" 15 "Relaxed" 1 1
164 4 "Second" 35 "Relaxed" 1 1
165 4 "First" 23 "Relaxed" 1 1
165 4 "Second" 39 "Excitable" 2 1
166 4 "First" 24 "Relaxed" 1 1
166 4 "Second" 42 "Excitable" 2 1
167 4 "First" 19 "Relaxed" 1 1
167 4 "Second" 19 NA NA NA
168 4 "First" 22 "Relaxed" 1 1
168 4 "Second" 22 NA NA NA
169 4 "First" 22 "Relaxed" 1 1
169 4 "Second" 39 "Relaxed" 1 1
170 4 "First" 20 "Reactive to People Aggressive" 11 3
170 4 "Second" 35 "Relaxed" 1 1
171 4 "First" 20 "Relaxed" 1 1
171 4 "Second" 20 NA NA NA
172 4 "First" 20 "Relaxed" 1 1
172 4 "Second" 20 NA NA NA
173 4 "First" 24 "Excitable" 2 1
173 4 "Second" 24 NA NA NA
174 4 "First" 21 "Relaxed" 1 1
174 4 "Second" 43 "Relaxed" 1 1
175 4 "First" 21 "Relaxed" 1 1
175 4 "Second" 43 "Relaxed" 1 1
176 4 "First" 16 "Relaxed" 1 1
176 4 "Second" 16 NA NA NA
177 4 "First" 20 "Stressed" 4 1
177 4 "Second" 41 "Relaxed" 1 1
178 4 "First" 21 "Relaxed" 1 1
178 4 "Second" 21 NA NA NA
179 4 "First" 24 "Relaxed" 1 1
179 4 "Second" 24 NA NA NA
180 4 "First" 25 "Relaxed" 1 1
180 4 "Second" 25 NA NA NA
181 4 "First" 27 "Relaxed" 1 1
181 4 "Second" 27 NA NA NA
182 4 "First" 20 "Relaxed" 1 1
182 4 "Second" 42 "Relaxed" 1 1
183 4 "First" 16 "Relaxed" 1 1
183 4 "Second" 37 "Relaxed" 1 1
184 4 "First" 26 "Excitable" 2 1
184 4 "Second" 40 "Relaxed" 1 1
185 4 "First" 22 "Relaxed" 1 1
185 4 "Second" 37 "Relaxed" 1 1
186 4 "First" 20 "Relaxed" 1 1
186 4 "Second" 20 NA NA NA
187 4 "First" 23 "Relaxed" 1 1
187 4 "Second" 23 NA NA NA
188 4 "First" 25 "Relaxed" 1 1
188 4 "Second" 40 "Relaxed" 1 1
189 4 "First" 20 "Relaxed" 1 1
189 4 "Second" 20 NA NA NA
190 4 "First" 22 "Relaxed" 1 1
190 4 "Second" 39 "Relaxed" 1 1
191 4 "First" 15 "Relaxed" 1 1
191 4 "Second" 36 "Relaxed" 1 1
192 4 "First" 27 "Excitable" 2 1
192 4 "Second" 40 "Excitable" 2 1
193 4 "First" 21 "Relaxed" 1 1
193 4 "Second" 21 NA NA NA
194 4 "First" 22 "Excitable" 2 1
194 4 "Second" 22 NA NA NA
195 4 "First" 23 "Relaxed" 1 1
195 4 "Second" 23 NA NA NA
196 4 "First" 19 "Excitable" 2 1
196 4 "Second" 19 NA NA NA
197 4 "First" 20 "Relaxed" 1 1
197 4 "Second" 20 NA NA NA
198 4 "First" 20 "Relaxed" 1 1
198 4 "Second" 20 NA NA NA
199 4 "First" 19 "Relaxed" 1 1
199 4 "Second" 19 NA NA NA
200 4 "First" 18 "Relaxed" 1 1
200 4 "Second" 36 "Relaxed" 1 1
201 4 "First" 18 "Relaxed" 1 1
201 4 "Second" 39 "Relaxed" 1 1
202 4 "First" 19 "Relaxed" 1 1
202 4 "Second" 41 "Relaxed" 1 1
203 4 "First" 16 "Relaxed" 1 1
203 4 "Second" 40 "Uncomfortable Avoids" 5 2
204 4 "First" 19 "Relaxed" 1 1
204 4 "Second" 39 "Relaxed" 1 1
205 4 "First" 15 "Relaxed" 1 1
205 4 "Second" 36 "Relaxed" 1 1
206 4 "First" 22 "Relaxed" 1 1
206 4 "Second" 22 NA NA NA
207 4 "First" 19 "Relaxed" 1 1
207 4 "Second" 39 "Relaxed" 1 1
208 4 "First" 23 "Submissive" 3 1
208 4 "Second" 42 "Uncomfortable Avoids" 5 2
209 4 "First" 19 "Relaxed" 1 1
209 4 "Second" 44 "Uncomfortable Avoids" 5 2
210 4 "First" 17 "Uncomfortable Avoids" 5 2
210 4 "Second" 17 NA NA NA
211 4 "First" 23 "Relaxed" 1 1
211 4 "Second" 23 NA NA NA
212 4 "First" 21 "Relaxed" 1 1
212 4 "Second" 37 "Relaxed" 1 1
213 4 "First" 18 "Relaxed" 1 1
213 4 "Second" 38 "Relaxed" 1 1
214 4 "First" 22 "Relaxed" 1 1
214 4 "Second" 35 "Relaxed" 1 1
215 4 "First" 17 "Relaxed" 1 1
215 4 "Second" 17 NA NA NA
216 4 "First" 20 "Relaxed" 1 1
216 4 "Second" 20 NA NA NA
217 4 "First" 18 "Relaxed" 1 1
217 4 "Second" 18 NA NA NA
218 4 "First" 18 "Relaxed" 1 1
218 4 "Second" 36 "Relaxed" 1 1
219 4 "First" 16 "Relaxed" 1 1
219 4 "Second" 16 NA NA NA
220 4 "First" 17 "Relaxed" 1 1
220 4 "Second" 17 NA NA NA
221 4 "First" 15 "Relaxed" 1 1
221 4 "Second" 43 "Relaxed" 1 1
222 4 "First" 21 "Relaxed" 1 1
222 4 "Second" 44 "Relaxed" 1 1
223 4 "First" 23 "Excitable" 2 1
223 4 "Second" 38 "Relaxed" 1 1
224 4 "First" 19 "Relaxed" 1 1
224 4 "Second" 36 "Relaxed" 1 1
225 4 "First" 17 "Relaxed" 1 1
225 4 "Second" 36 "Relaxed" 1 1
226 4 "First" 15 "Relaxed" 1 1
226 4 "Second" 43 "Relaxed" 1 1
227 4 "First" 22 "Relaxed" 1 1
227 4 "Second" 39 "Relaxed" 1 1
228 4 "First" 19 "Relaxed" 1 1
228 4 "Second" 40 "Relaxed" 1 1
229 4 "First" 17 "Relaxed" 1 1
229 4 "Second" 17 NA NA NA
230 4 "First" 21 "Relaxed" 1 1
230 4 "Second" 37 "Excitable" 2 1
231 4 "First" 22 "Relaxed" 1 1
231 4 "Second" 40 "Excitable" 2 1
232 4 "First" 22 "Relaxed" 1 1
232 4 "Second" 40 "Excitable" 2 1
233 4 "First" 15 "Stressed" 4 1
233 4 "Second" 15 NA NA NA
234 4 "First" 15 "Relaxed" 1 1
234 4 "Second" 15 NA NA NA
235 4 "First" 19 "Relaxed" 1 1
235 4 "Second" 19 NA NA NA
236 4 "First" 17 "Relaxed" 1 1
236 4 "Second" 17 NA NA NA
237 4 "First" 22 "Relaxed" 1 1
237 4 "Second" 36 "Relaxed" 1 1
238 4 "First" 22 "Relaxed" 1 1
238 4 "Second" 37 "Relaxed" 1 1
239 4 "First" 17 "Excitable" 2 1
239 4 "Second" 17 NA NA NA
240 4 "First" 16 "Relaxed" 1 1
240 4 "Second" 16 NA NA NA
241 4 "First" 15 "Relaxed" 1 1
241 4 "Second" 15 NA NA NA
1 5 "First" 16 "Relaxed" 1 1
1 5 "Second" 20 "Relaxed" 1 1
2 5 "First" 18 "Relaxed" 1 1
2 5 "Second" 40 "Relaxed" 1 1
3 5 "First" 21 "Stressed" 4 1
3 5 "Second" 35 "Relaxed" 1 1
4 5 "First" 26 "Relaxed" 1 1
4 5 "Second" 47 "Relaxed" 1 1
5 5 "First" 21 "Relaxed" 1 1
